Movie_ID,Name,Date,Rate,Votes,Genre,Duration,Type,Nudity,Violence,Profanity,Alcohol,Frightening
3253,Dream House,2011,6.0,"65,324","Drama, Mystery, Thriller",84 ,Film,Mild,Moderate,Moderate,Mild,Moderate
3254,Dog Day Afternoon,1975,8.0,"246,494","Biography, Crime, Drama",125 ,Film,None,Moderate,Severe,Mild,Mild
3255,Knocked Up,2007,6.9,"359,433","Comedy, Romance",129 ,Film,Severe,None,Severe,Severe,Mild
3256,Zone Blanche,2007,7.5,"9,359","Crime, Drama, Horror",52 ,Series,Mild,Moderate,No Rate,Mild,No Rate
3257,What Dreams May Come,1998,7.0,"105,929","Drama, Fantasy, Romance",113 ,Film,Mild,Mild,Moderate,None,Moderate
3258,Kôkaku Kidôtai,1995,8.0,"136,141","Animation, Action, Crime",83 ,Film,Moderate,Moderate,Moderate,Mild,Moderate
3259,Party of Five,1995,6.8,"9,916","Drama, Family",60 ,Series,Mild,None,Mild,Moderate,None
3260,Sex and the City 2,2010,4.5,"76,717","Comedy, Drama, Romance",146 ,Film,Moderate,None,Moderate,Mild,None
3261,Code 8,2019,6.1,"37,309","Action, Crime, Drama",98 ,Film,Mild,Moderate,Severe,Moderate,Moderate
3262,Begin Again,2013,7.4,"149,572","Comedy, Drama, Music",104 ,Film,None,None,Moderate,Mild,None
3263,Circle,2015,6.0,"50,827","Drama, Horror, Mystery",87 ,Film,None,Mild,Moderate,None,Mild
3264,ScoobyDoo and Guess Who,2015,7.3,"1,094","Animation, Comedy, Family",22 ,Series,None,None,None,None,Mild
3265,My Big Fat Greek Wedding,2002,6.6,"125,219","Comedy, Drama, Romance",95 ,Film,Mild,None,Mild,Mild,None
3266,All the Bright Places,2020,6.5,"25,843","Drama, Romance",107 ,Film,Mild,Mild,Moderate,None,Moderate
3267,Tolkien,2019,6.8,"36,951","Biography, Drama, Romance",112 ,Film,None,Moderate,None,Mild,Mild
3268,Equilibrium,2002,7.4,"318,971","Action, Drama, Sci-Fi",107 ,Film,None,Moderate,Mild,Mild,Moderate
3269,Devious Maids,2002,7.8,"22,945","Comedy, Drama, Mystery",60 ,Series,Moderate,No Rate,No Rate,No Rate,No Rate
3270,Nine 12 Weeks,1986,6.0,"39,512","Drama, Romance",117 ,Film,Moderate,Mild,Mild,Mild,Mild
3271,The Mortuary Collection,2019,6.4,"10,365","Fantasy, Horror",108 ,Film,Moderate,Severe,Mild,Mild,Moderate
3272,Stronger,2017,6.9,"43,105","Biography, Drama",119 ,Film,Moderate,Moderate,Severe,Moderate,Moderate
3273,Ghost World,2001,7.3,"117,873","Comedy, Drama",111 ,Film,Mild,None,Moderate,Mild,None
3274,Frida,2002,7.4,"85,672","Biography, Drama, Romance",123 ,Film,Severe,Mild,Mild,Moderate,Mild
3275,The Boss Baby,2017,6.3,"117,693","Animation, Adventure, Comedy",97 ,Film,Mild,Mild,Mild,Mild,Mild
3276,Piranha 3D,2010,5.4,"88,336","Comedy, Fantasy, Horror",88 ,Film,Severe,Severe,Severe,Severe,Severe
3277,The Mist,2017,5.4,"23,670","Drama, Horror, Mystery",42 ,Series,Moderate,Severe,Moderate,Mild,Moderate
3278,Unsane,2018,6.4,"43,944","Drama, Horror, Mystery",98 ,Film,Mild,Moderate,Severe,Moderate,Moderate
3279,Donnie Brasco,1997,7.7,"292,084","Biography, Crime, Drama",127 ,Film,Mild,Severe,Severe,Moderate,Moderate
3280,The Outer Limits,1997,7.7,"12,025","Drama, Fantasy, Horror",44 ,Series,Severe,Severe,Severe,Severe,Moderate
3281,City Slickers,1991,6.8,"53,176","Comedy, Western",113 ,Film,Mild,Mild,Moderate,Mild,Mild
3282,xXx Return of Xander Cage,2017,5.2,"89,100","Action, Adventure, Thriller",107 ,Film,Mild,Moderate,Moderate,Mild,Mild
3283,Babel,2006,7.4,"295,983",Drama,143 ,Film,Severe,Moderate,Moderate,Moderate,Moderate
3284,A Monster Calls,2016,7.5,"84,879","Adventure, Drama, Family",108 ,Film,None,Mild,None,None,Moderate
3285,Dorian Gray,2009,6.2,"62,774","Drama, Fantasy, Mystery",112 ,Film,Severe,Severe,Mild,Moderate,Moderate
3286,Siren,2009,7.0,"13,040","Drama, Fantasy",60 ,Series,Mild,Mild,None,Mild,Mild
3287,Gyeongiroun Somun,2009,8.1,"4,103","Action, Fantasy, Horror",65 ,Series,None,Severe,None,None,Severe
3288,ScoobyDoo 2 Monsters Unleashed,2004,5.1,"53,616","Adventure, Comedy, Family",93 ,Film,Mild,Mild,Mild,Mild,Mild
3289,MILF,2018,4.7,"5,438",Comedy,101 ,Film,Moderate,None,Mild,Mild,None
3290,Along Came Polly,2004,6.0,"131,828","Comedy, Romance",90 ,Film,Mild,None,Mild,Mild,None
3291,Pacific Rim Uprising,2018,5.6,"111,681","Action, Adventure, Sci-Fi",111 ,Film,None,Moderate,Mild,Mild,Moderate
3292,Robot Chicken,2018,7.7,"41,398","Animation, Short, Adventure",11 ,Series,Severe,Severe,Severe,Moderate,Moderate
3293,Cars 2,2011,6.1,"172,513","Animation, Adventure, Comedy",106 ,Film,None,Moderate,None,Mild,Moderate
3294,The Lost City of Z,2016,6.6,"85,124","Biography, Drama",141 ,Film,Mild,Moderate,Mild,Mild,Moderate
3295,Child 44,2015,6.5,"68,778","Crime, Drama, History",137 ,Film,Mild,Severe,Moderate,Mild,Moderate
3296,Paul,2011,7.0,"243,738","Adventure, Comedy, Sci-Fi",104 ,Film,Mild,Mild,Severe,Moderate,Mild
3297,The Beta Test,2021,6.9,128,"Horror, Thriller",93 ,Film,Mild,None,Moderate,Mild,None
3298,RuPauls Drag Race,2021,8.4,"17,543","Game-Show, Reality-TV",63 ,Series,Mild,None,Moderate,Mild,None
3299,Hancock,2008,6.4,"460,654","Action, Drama, Fantasy",92 ,Film,Mild,Moderate,Moderate,Moderate,Moderate
3300,Hanna,2011,6.8,"194,732","Action, Adventure, Drama",111 ,Film,Mild,Moderate,Moderate,None,Moderate
3301,Nightbreed,1990,6.5,"21,635","Action, Fantasy, Horror",102 ,Film,Moderate,Severe,Moderate,Mild,Moderate
3302,State of Play,2009,7.1,"147,986","Crime, Drama, Mystery",127 ,Film,None,Moderate,Moderate,Mild,Mild
3303,Spawn,1997,5.2,"66,200","Action, Drama, Horror",96 ,Film,Mild,Moderate,Mild,Mild,Moderate
3304,Rebecca,1940,8.1,"131,430","Drama, Mystery, Romance",130 ,Film,None,Mild,None,Mild,Mild
3305,The Strangers Prey at Night,2018,5.2,"29,360",Horror,85 ,Film,None,Severe,Moderate,Mild,Severe
3306,Gyakkyô burai Kaiji,2018,8.3,"2,651","Animation, Action, Thriller",23 ,Series,Mild,Severe,Moderate,Moderate,Severe
3307,First Reformed,2017,7.1,"52,356","Drama, Mystery, Thriller",113 ,Film,None,Moderate,Mild,Moderate,Moderate
3308,Growing Pains,2017,6.6,"14,337","Comedy, Family",30 ,Series,Severe,No Rate,No Rate,No Rate,No Rate
3309,Jay and Silent Bob Reboot,2019,5.7,"23,109","Action, Adventure, Comedy",105 ,Film,Mild,Mild,Severe,Severe,None
3310,The Darjeeling Limited,2007,7.2,"189,129","Adventure, Comedy, Drama",91 ,Film,Mild,Mild,Moderate,Mild,Mild
3311,The Giver,2014,6.5,"115,430","Drama, Romance, Sci-Fi",97 ,Film,None,Moderate,None,None,Mild
3312,The Lords of Salem,2012,5.2,"29,093","Horror, Thriller",101 ,Film,Severe,Severe,Severe,Severe,Severe
3313,The Snowman,2017,5.1,"61,188","Crime, Drama, Thriller",119 ,Film,Moderate,Severe,Moderate,Mild,Severe
3314,Marry Me,2022,No Rate,No Votes,"Comedy, Music, Romance",112 ,Film,No Rate,No Rate,No Rate,No Rate,No Rate
3315,Riddick,2013,6.4,"159,576","Action, Sci-Fi, Thriller",119 ,Film,Moderate,Severe,Severe,Mild,Severe
3316,The Assassination of Jesse James by the Coward Robert Ford,2007,7.5,"174,970","Biography, Crime, Drama",160 ,Film,Mild,Severe,Mild,Mild,Moderate
3317,Honey Boy,2019,7.3,"33,212",Drama,94 ,Film,Mild,Moderate,Severe,Moderate,Moderate
3318,Nailed It,2019,7.4,"4,400","Game-Show, Reality-TV",33 ,Series,Mild,None,Mild,Mild,None
3319,Violation,2020,5.3,"3,077","Drama, Horror",107 ,Film,Severe,Severe,Moderate,Mild,Severe
3320,Saw III,2006,6.2,"186,221","Crime, Horror, Mystery",108 ,Film,Moderate,Severe,Severe,Mild,Severe
3321,Mob Psycho 100,2006,8.6,"21,633","Animation, Action, Comedy",24 ,Series,Mild,Moderate,Mild,None,Moderate
3322,Paris Texas,1984,8.1,"99,578",Drama,145 ,Film,Mild,None,Mild,Mild,None
3323,One Night in Miami,2020,7.1,"29,128",Drama,114 ,Film,None,Mild,Moderate,Mild,None
3324,Definitely Maybe,2008,7.1,"160,856","Comedy, Drama, Romance",112 ,Film,Mild,None,Mild,Mild,None
3325,Say Anything,1989,7.3,"86,234","Comedy, Drama, Romance",100 ,Film,Mild,None,Mild,Mild,None
3326,Soleil rouge,1971,6.9,"8,873","Action, Western",112 ,Film,Mild,Moderate,Mild,Mild,Moderate
3327,Werk ohne Autor,2018,7.8,"19,092","Biography, Drama, Romance",189 ,Film,Severe,Mild,Mild,Mild,Moderate
3328,Criminal UK,2018,7.6,"16,556","Crime, Drama, Mystery",43 ,Series,Mild,None,Moderate,Mild,None
3329,Kin,2018,5.8,"16,160","Action, Drama, Sci-Fi",102 ,Film,Mild,Moderate,Moderate,Moderate,Moderate
3330,Wild Mountain Thyme,2020,5.7,"5,931","Comedy, Drama, Romance",102 ,Film,None,None,Mild,Mild,None
3331,Rebel Without a Cause,1955,7.7,"87,109",Drama,111 ,Film,None,Moderate,None,Mild,Moderate
3332,False Positive,2021,4.7,"4,037","Horror, Mystery, Thriller",92 ,Film,Moderate,Moderate,Moderate,Mild,Severe
3333,Seven Psychopaths,2012,7.2,"249,055","Comedy, Crime",110 ,Film,Moderate,Severe,Severe,Moderate,Moderate
3334,Switched at Birth,2012,7.7,"24,324","Drama, Family, Romance",60 ,Series,Mild,Mild,Mild,Moderate,Mild
3335,Too Hot to Handle,2012,4.6,"10,616","Game-Show, Reality-TV, Romance",40 ,Series,Moderate,None,Mild,Mild,None
3336,Mary Queen of Scots,2018,6.3,"46,936","Biography, Drama, History",124 ,Film,Moderate,Moderate,Mild,Mild,Moderate
3337,Escape from Pretoria,2020,6.8,"30,790",Thriller,106 ,Film,None,Mild,Mild,None,Moderate
3338,Blithe Spirit,2020,5.4,"4,952","Comedy, Fantasy, Romance",99 ,Film,Mild,Mild,Mild,Mild,Mild
3339,The Sting,1973,8.3,"251,206","Comedy, Crime, Drama",129 ,Film,Mild,Mild,Moderate,Mild,Mild
3340,Psycho Goreman,2020,6.3,"9,898","Comedy, Horror, Sci-Fi",95 ,Film,None,Severe,Moderate,None,Mild
3341,Hitch,2005,6.6,"305,136","Comedy, Romance",118 ,Film,Mild,Mild,Moderate,Mild,None
3342,Feel Good,2005,7.5,"8,946","Comedy, Drama, Romance",30 ,Series,Moderate,None,Moderate,Moderate,None
3343,Splice,2009,5.7,"95,690","Drama, Horror, Sci-Fi",104 ,Film,Severe,Moderate,Severe,Mild,Moderate
3344,SWAT,2003,6.0,"143,105","Action, Adventure, Crime",117 ,Film,Mild,Moderate,Moderate,Mild,Moderate
3345,One Day at a Time,2003,8.2,"14,694","Comedy, Drama",30 ,Series,Mild,None,Mild,Mild,None
3346,Lifeforce,1985,6.2,"24,336","Action, Horror, Mystery",101 ,Film,Moderate,Moderate,Mild,Mild,Moderate
3347,The Last Witch Hunter,2015,6.0,"100,005","Action, Adventure, Fantasy",106 ,Film,None,Moderate,None,Mild,Moderate
3348,Dive Club,2015,6.2,570,"Adventure, Drama, Family",27 ,Series,No Rate,No Rate,No Rate,No Rate,No Rate
3349,The Ruins,2008,5.9,"73,267","Adventure, Fantasy, Horror",90 ,Film,Moderate,Severe,Moderate,Moderate,Severe
3350,Toy Story 2,1999,7.9,"549,686","Animation, Adventure, Comedy",92 ,Film,None,Mild,None,None,Mild
3351,BenHur,1959,8.1,"229,116","Adventure, Drama, History",212 ,Film,None,Moderate,None,None,Moderate
3352,Swim,2021,3.2,195,"Action, Horror",86 ,Film,No Rate,No Rate,No Rate,No Rate,No Rate
3353,Dead Ringers,1988,7.3,"44,214","Drama, Horror, Thriller",116 ,Film,Moderate,Moderate,Moderate,Moderate,Moderate
3354,Oceans Thirteen,2007,6.9,"332,952","Crime, Thriller",122 ,Film,Mild,None,Mild,Mild,None
3355,Baegabondeu,2019,8.2,"6,001","Action, Mystery, Thriller",60 ,Series,No Rate,No Rate,No Rate,No Rate,No Rate
3356,The Bodyguard,1992,6.3,"127,301","Action, Drama, Music",129 ,Film,Mild,Moderate,Moderate,Mild,Mild
3357,Relic,2020,6.0,"23,329","Drama, Horror, Mystery",89 ,Film,Mild,Moderate,Mild,Mild,Moderate
3358,Cold Pursuit,2019,6.2,"62,922","Action, Comedy, Crime",119 ,Film,Mild,Moderate,Moderate,Moderate,Moderate
3359,The Secret of My Success,1987,6.5,"32,481","Comedy, Romance",111 ,Film,Mild,Mild,Mild,Mild,None
3360,Lilo  Stitch,2002,7.3,"177,872","Animation, Adventure, Comedy",85 ,Film,None,Mild,None,None,Mild
3361,Stoker,2013,6.8,"106,129","Drama, Mystery, Thriller",99 ,Film,Moderate,Moderate,Mild,Mild,Moderate
3362,Snow White and the Seven Dwarfs,1937,7.6,"189,977","Animation, Family, Fantasy",83 ,Film,None,Mild,None,None,Mild
3363,Rambo,2008,7.0,"224,637","Action, Adventure, Thriller",92 ,Film,Moderate,Severe,Severe,Mild,Severe
3364,Prom Night,1980,5.4,"17,071","Horror, Mystery, Thriller",92 ,Film,Mild,Severe,Moderate,Moderate,Moderate
3365,The Bourne Legacy,2012,6.6,"292,719","Action, Adventure, Thriller",135 ,Film,None,Moderate,Mild,Mild,Moderate
3366,Planes Trains  Automobiles,1987,7.6,"131,032","Comedy, Drama",93 ,Film,Mild,None,Moderate,Mild,None
3367,Gonjiam,2018,6.3,"6,759",Horror,95 ,Film,None,Mild,Mild,Mild,Severe
3368,Body Double,1984,6.8,"31,694","Crime, Drama, Mystery",114 ,Film,Severe,Moderate,Moderate,Mild,Moderate
3369,Girl Meets World,1984,7.1,"13,797","Comedy, Drama, Family",23 ,Series,None,None,None,None,None
3370,Pumpkinhead,1988,6.2,"22,424","Fantasy, Horror",86 ,Film,None,Moderate,Mild,Mild,Moderate
3371,The Avengers,1988,8.3,"7,317","Action, Comedy, Crime",60 ,Series,None,Mild,None,Mild,Mild
3372,Friday the 13th Part VIII Jason Takes Manhattan,1989,4.6,"36,049","Adventure, Horror, Thriller",100 ,Film,Mild,Severe,Moderate,Moderate,Moderate
3373,Spin City,1989,7.2,"27,635",Comedy,30 ,Series,Mild,Mild,Mild,Mild,None
3374,Life of Brian,1979,8.1,"382,441",Comedy,94 ,Film,Moderate,Mild,Moderate,None,None
3375,You Should Have Left,2020,5.4,"18,710","Horror, Thriller",93 ,Film,Mild,Mild,Moderate,None,Moderate
3376,Dawn of the Planet of the Apes,2014,7.6,"423,774","Action, Adventure, Drama",130 ,Film,None,Moderate,Moderate,Mild,Moderate
3377,Flashdance,1983,6.2,"50,601","Drama, Music, Romance",95 ,Film,Moderate,Mild,Moderate,Mild,None
3378,Moms Got a Date with a Vampire,2000,5.9,"4,051","Comedy, Family, Fantasy",85 ,Film,No Rate,No Rate,No Rate,No Rate,No Rate
3379,Superhero Movie,2008,4.6,"66,314","Action, Comedy, Sci-Fi",75 ,Film,Mild,Mild,Moderate,Moderate,Mild
3380,The Facts of Life,2008,6.8,"6,709","Comedy, Family",30 ,Series,Mild,None,None,None,None
3381,True Grit,1969,7.4,"45,631","Adventure, Drama, Western",128 ,Film,None,Moderate,Mild,Mild,Moderate
3382,Witch Hunt,2021,4.3,409,"Fantasy, Horror, Thriller",98 ,Film,No Rate,No Rate,No Rate,No Rate,No Rate
3383,Shakespeare in Love,1998,7.1,"219,389","Comedy, Drama, History",123 ,Film,Moderate,Mild,Mild,Mild,None
3384,This Is England,2006,7.7,"118,985","Crime, Drama",101 ,Film,Moderate,Severe,Severe,Moderate,Severe
3385,Scener ur ett äktenskap,1974,8.4,"5,803",Drama,169 ,Film,Moderate,Mild,Mild,Mild,Mild
3386,Samurai Jack,1974,8.5,"49,177","Animation, Action, Adventure",25 ,Series,Mild,Moderate,Mild,None,Moderate
3387,Friday the 13th Part VII The New Blood,1988,5.3,"35,105","Horror, Thriller",88 ,Film,Moderate,Severe,Moderate,Moderate,Moderate
3388,Masters of the Universe,1987,5.4,"39,471","Action, Adventure, Fantasy",106 ,Film,None,Mild,Mild,None,Mild
3389,Songbird,2020,4.7,"8,455","Drama, Sci-Fi, Thriller",84 ,Film,Mild,Moderate,Mild,Mild,Moderate
3390,Lust och fägring stor,1995,6.9,"6,240","Drama, Romance, War",130 ,Film,Moderate,Mild,Mild,Mild,Mild
3391,Malevolent,2018,4.8,"12,289","Horror, Mystery, Thriller",89 ,Film,None,Severe,Moderate,Mild,Moderate
3392,Hot Tub Time Machine,2010,6.4,"167,799","Comedy, Sci-Fi",101 ,Film,Moderate,Moderate,Severe,Severe,Mild
3393,Fruits Basket,2010,8.6,"4,186","Animation, Comedy, Drama",24 ,Series,Mild,Mild,Mild,None,Moderate
3394,The 5th Wave,2016,5.2,"104,856","Action, Adventure, Sci-Fi",112 ,Film,Mild,Moderate,Moderate,Mild,Moderate
3395,Bill  Teds Excellent Adventure,1989,7.0,"125,109","Adventure, Comedy, Music",90 ,Film,Mild,Mild,Mild,Mild,None
3396,JFK,1991,8.0,"148,852","Drama, History, Thriller",189 ,Film,Mild,Moderate,Severe,Mild,Moderate
3397,Dolor y gloria,2019,7.5,"53,951",Drama,113 ,Film,Moderate,None,Mild,Severe,None
3398,Epic Movie,2007,2.4,"103,889","Adventure, Comedy, Fantasy",86 ,Film,Moderate,Moderate,Severe,Moderate,Mild
3399,2 Guns,2013,6.7,"204,313","Action, Comedy, Crime",109 ,Film,Moderate,Severe,Severe,Mild,Moderate
3400,The Texas Chainsaw Massacre 2,1986,5.6,"30,245","Comedy, Horror",101 ,Film,Mild,Severe,Moderate,Mild,Severe
3401,Garden State,2004,7.4,"211,772","Comedy, Drama, Romance",102 ,Film,Mild,None,Moderate,Moderate,None
3402,Long Shot,2019,6.8,"104,084","Comedy, Romance",125 ,Film,Moderate,Mild,Severe,Moderate,Mild
3403,The Prince of Egypt,1998,7.1,"124,846","Animation, Adventure, Drama",99 ,Film,Mild,Moderate,None,Mild,Moderate
3404,EverAfter,1998,7.0,"72,569","Comedy, Drama, Romance",121 ,Film,Mild,Mild,Mild,None,Mild
3405,A Call to Spy,2019,6.6,"5,173","Biography, Crime, Drama",123 ,Film,None,Moderate,Mild,Mild,Moderate
3406,Irresistible,2020,6.3,"16,075","Comedy, Drama",101 ,Film,None,None,Moderate,Mild,None
3407,Uncle Buck,1989,7.0,"89,981",Comedy,100 ,Film,Moderate,Mild,Moderate,Moderate,Mild
3408,Back to the Rafters,1989,7.1,258,"Comedy, Drama, Family",45 ,Series,No Rate,No Rate,No Rate,No Rate,No Rate
3409,Malcolm  Marie,2021,6.7,"31,844","Drama, Romance",106 ,Film,Mild,None,Severe,Mild,Mild
3410,Bimilui Soop,2021,8.5,"6,769","Crime, Drama, Mystery",60 ,Series,None,Mild,Mild,Mild,Mild
3411,Kingpin,1996,6.9,"80,860","Comedy, Sport",114 ,Film,Moderate,Mild,Moderate,Moderate,Mild
3412,Meatballs,1979,6.2,"20,616",Comedy,94 ,Film,Mild,None,Mild,Mild,None
3413,The Iron Giant,1999,8.0,"181,348","Animation, Action, Adventure",86 ,Film,None,Mild,Mild,Mild,Moderate
3414,The Expendables 2,2012,6.6,"299,416","Action, Adventure, Thriller",103 ,Film,None,Severe,Moderate,Mild,Moderate
3415,National Lampoons Van Wilder,2002,6.4,"106,678","Comedy, Romance",92 ,Film,Severe,Mild,Moderate,Moderate,Mild
3416,Gwimul,2002,8.2,"1,730","Drama, Mystery, Thriller",70 ,Series,No Rate,No Rate,No Rate,No Rate,No Rate
3417,Bedrag,2002,7.6,"3,692","Crime, Drama, Thriller",60 ,Series,Severe,Severe,Severe,Severe,Moderate
3418,Captain Kronos Vampire Hunter,1974,6.5,"4,812","Adventure, Horror, Mystery",91 ,Film,Mild,Moderate,None,Mild,Moderate
3419,Scary Movie 4,2006,5.1,"117,305",Comedy,83 ,Film,Moderate,Moderate,Moderate,Mild,Mild
3420,Crocodile Dundee,1986,6.6,"99,336","Action, Adventure, Comedy",97 ,Film,Mild,Mild,Mild,Moderate,Mild
3421,Red Dwarf,1986,8.4,"33,784","Comedy, Sci-Fi",30 ,Series,Mild,Mild,Moderate,Mild,Mild
3422,Popeye,1980,5.3,"30,801","Adventure, Comedy, Family",114 ,Film,None,Mild,Mild,Mild,Mild
3423,North Hollywood,2021,6.1,"1,336","Comedy, Drama, Sport",93 ,Film,Mild,Mild,Severe,Moderate,Mild
3424,Return to Oz,1985,6.7,"26,078","Adventure, Family, Fantasy",113 ,Film,None,Mild,None,Mild,Moderate
3425,Locked In,2021,4.1,492,"Crime, Drama, Thriller",90 ,Film,None,Severe,Severe,No Rate,No Rate
3426,The Tourist,2010,6.0,"233,119","Action, Thriller",103 ,Film,Mild,Mild,Moderate,Mild,Mild
3427,Twin Peaks Fire Walk with Me,1992,7.3,"92,724","Drama, Horror, Mystery",134 ,Film,Severe,Severe,Moderate,Severe,Severe
3428,Spartacus,1960,7.9,"130,175","Adventure, Biography, Drama",197 ,Film,Mild,Moderate,Mild,Mild,Moderate
3429,Terminator Salvation,2009,6.5,"351,611","Action, Sci-Fi",115 ,Film,Mild,Moderate,Moderate,None,Moderate
3430,Still Game,2009,8.8,"6,912",Comedy,30 ,Series,Mild,None,Moderate,Mild,None
3431,American Made,2017,7.2,"168,917","Action, Comedy, Crime",115 ,Film,Moderate,Mild,Severe,Moderate,Mild
3432,Frankenstein,1994,6.4,"53,476","Drama, Horror, Romance",123 ,Film,Mild,Moderate,Mild,None,Moderate
3433,Free Fire,2016,6.4,"44,817","Action, Comedy, Crime",91 ,Film,None,Severe,Severe,Moderate,Moderate
3434,Nowhere Special,2020,7.6,"1,392",Drama,96 ,Film,No Rate,No Rate,No Rate,No Rate,No Rate
3435,Underworld Blood Wars,2016,5.8,"73,082","Action, Adventure, Fantasy",91 ,Film,Mild,Severe,Moderate,None,Moderate
3436,Third Watch,2016,7.9,"9,457","Action, Crime, Drama",44 ,Series,No Rate,Moderate,No Rate,No Rate,No Rate
3437,Valkyrie,2008,7.1,"235,251","Drama, History, Thriller",121 ,Film,None,Moderate,Mild,Mild,Moderate
3438,Wolf,1994,6.2,"54,670","Drama, Horror, Romance",125 ,Film,Mild,Moderate,Mild,Mild,Moderate
3439,Long Story Short,2021,6.5,"1,802","Comedy, Fantasy, Romance",90 ,Film,Mild,No Rate,Severe,No Rate,No Rate
3440,Crimson Tide,1995,7.3,"107,432","Action, Drama, Thriller",116 ,Film,None,Moderate,Severe,Mild,Moderate
3441,Industry,1995,6.9,"6,086",Drama,50 ,Series,Severe,Mild,Moderate,Severe,None
3442,Valeria,1995,6.4,"4,556","Comedy, Drama, Romance",47 ,Series,Severe,None,Moderate,Moderate,None
3443,American Insurrection,2021,2.0,510,Drama,115 ,Film,No Rate,No Rate,No Rate,No Rate,No Rate
3444,CSI Immortality,2015,7.5,"2,134","Crime, Drama, Mystery",87 ,Film,No Rate,No Rate,No Rate,No Rate,No Rate
3445,Scanners,1981,6.8,"52,008","Horror, Sci-Fi, Thriller",103 ,Film,None,Severe,Mild,Mild,Severe
3446,An Unfinished Life,2005,7.0,"30,366","Drama, Family, Romance",108 ,Film,Mild,Moderate,Moderate,Mild,Mild
3447,T2 Trainspotting,2017,7.2,"119,073",Drama,117 ,Film,Severe,Moderate,Severe,Severe,Moderate
3448,Somebody Up There Likes Me,1956,7.5,"7,790","Biography, Drama, Sport",113 ,Film,None,Moderate,Mild,Mild,Mild
3449,Fallen,1998,7.0,"79,162","Action, Crime, Drama",124 ,Film,Mild,Moderate,Moderate,Mild,Moderate
3450,Best in Show,2000,7.5,"59,330",Comedy,90 ,Film,Moderate,Mild,Mild,None,None
3451,Midnight Run,1988,7.5,"82,314","Action, Comedy, Crime",126 ,Film,None,Mild,Severe,Moderate,Mild
3452,The Farewell,2019,7.6,"57,921","Comedy, Drama",100 ,Film,None,None,Mild,Mild,None
3453,Ronin,1998,7.3,"178,049","Action, Crime, Thriller",122 ,Film,None,Severe,Moderate,Mild,Mild
3454,Ancient Aliens,1998,7.2,"10,450","Documentary, Fantasy, History",42 ,Series,None,Mild,Mild,None,Moderate
3455,George of the Jungle,1997,5.5,"74,855","Action, Adventure, Comedy",92 ,Film,Mild,Mild,None,Mild,Mild
3456,Collateral Beauty,2016,6.8,"96,222","Drama, Romance",97 ,Film,None,None,Mild,None,None
3457,17 Again,2009,6.4,"189,984","Comedy, Drama, Fantasy",102 ,Film,Moderate,Mild,Mild,Moderate,None
3458,On Becoming a God in Central Florida,2019,7.2,"4,998",Comedy,46 ,Series,Mild,Moderate,Moderate,Moderate,Mild
3459,Flag Day,2021,4.7,477,"Drama, Thriller",109 ,Film,No Rate,No Rate,No Rate,No Rate,No Rate
3460,Killer Klowns from Outer Space,1988,6.2,"35,573","Comedy, Horror, Sci-Fi",88 ,Film,Mild,Moderate,Mild,Mild,Mild
3461,Escape Plan The Extractors,2019,4.4,"13,313","Action, Crime, Thriller",97 ,Film,None,Severe,Severe,None,Moderate
3462,Freaky Friday,2003,6.2,"131,577","Comedy, Family, Fantasy",97 ,Film,Mild,None,Mild,None,Mild
3463,Catastrophe,2003,8.2,"17,638",Comedy,24 ,Series,Moderate,No Rate,Severe,No Rate,No Rate
3464,Anaconda,1997,4.8,"100,818","Action, Adventure, Horror",89 ,Film,Mild,Severe,Moderate,Mild,Moderate
3465,The Inspector Lynley Mysteries,1997,7.4,"4,546","Crime, Drama, Mystery",90 ,Series,None,Severe,None,Severe,Severe
3466,Horns,2013,6.5,"81,030","Comedy, Crime, Drama",120 ,Film,Severe,Severe,Severe,Moderate,Moderate
3467,The Spiderwick Chronicles,2008,6.5,"92,188","Action, Adventure, Drama",96 ,Film,None,Moderate,Mild,None,Moderate
3468,The Virtuoso,2021,4.9,"4,978","Action, Thriller",110 ,Film,Moderate,Moderate,Mild,Mild,No Rate
3469,Diffrent Strokes,2021,6.6,"10,434","Comedy, Drama, Family",30 ,Series,Mild,None,None,Mild,Mild
3470,Cats Eye,1985,6.3,"24,104","Comedy, Horror, Thriller",94 ,Film,Mild,Moderate,Mild,Mild,Moderate
3471,Rules of Engagement,1985,7.3,"32,673","Comedy, Romance",22 ,Series,No Rate,No Rate,No Rate,No Rate,No Rate
3472,Night at the Museum Secret of the Tomb,2014,6.2,"113,956","Adventure, Comedy, Family",98 ,Film,None,Mild,Mild,Mild,Mild
3473,Return to the Blue Lagoon,1991,5.2,"19,243","Adventure, Drama, Romance",102 ,Film,Mild,Mild,None,None,None
3474,The Protector,1991,6.6,"33,550","Action, Fantasy, Sci-Fi",40 ,Series,Mild,Mild,Moderate,Mild,Mild
3475,Jaws 3D,1983,3.7,"42,287","Adventure, Horror, Thriller",99 ,Film,Mild,Moderate,Mild,Mild,Moderate
3476,Dick Tracy,1990,6.1,"59,868","Action, Comedy, Crime",105 ,Film,Mild,Moderate,None,Mild,Mild
3477,The Man from Snowy River,1982,7.3,"8,530","Adventure, Drama, Romance",102 ,Film,None,Mild,Mild,Mild,None
3478,The House of the Devil,2009,6.4,"43,143","Horror, Mystery",95 ,Film,None,Severe,Mild,Mild,Severe
